kid,0.14071227125237945,-0.37905798810780367,0.11215482923575598,0.04415681175407449,-0.027549442935836055,-0.02604400298795667,-0.09324970949354999,0.04257628679948232,-0.13559746108433024,0.20626225180634225,0.1006782843256562,0.00156655938154447,0.15229741943962316,0.04946530132814088,-0.12906698159422297,-0.063359168184825,-0.2646355607689814,0.3099486931135373,0.3024278920957958,-0.2882084192167783,0.025134411226899453,0.12593038061878856,0.06626328898231686,0.07449666734726555,-0.14704910276389108,-0.028544199263628965,-0.0892386309914951,-0.054517556144807286,0.03818104233501529,0.007762393036001541
fun,0.024688917543662453,-0.025927330927431887,-0.039065896445668956,0.004059948047876533,-0.024635026962669133,0.009378160156272623,-0.00818290184961475,-0.007023171616708516,-0.010960134895614834,-0.00405101874953697,-0.0024778831498962813,0.0017932608704594013,-0.021721408022481535,0.009635595089716925,0.015037804751824941,-0.01836593276303426,0.048995307256154294,1.9021493583631227E-4,-0.013222211366659142,0.01260983876800626,0.01974095438952472,-0.0022175553828052753,-0.002081573680365425,-0.007381497305503354,5.175664395129388E-4,-0.014405648567904735,-0.0025745904076595943,0.024481455583508137,6.067627501096448E-5,0.025948005175984074
picture,0.033255442980250086,-0.04257227304449693,0.0223426670133203,-0.014078326649439955,-0.04280496269133545,-5.5156059665304596E-5,-0.005633572761119323,-0.016336198611368702,0.0023385812877350634,0.03550177578061988,-0.004962613121373909,-0.02269182396159456,0.02267162151296649,-0.004645905962881454,0.05797898910196289,0.018130653172623353,0.052677453444641004,0.0037897563609650825,-0.021509429650723725,-0.01893445177316866,0.05025695146680633,-0.0026612562450124347,0.018203685677436764,-0.03808427126111842,-0.007072292993144938,-0.03455794599004764,-0.0186776303178657,0.01262177416930979,-0.019743392308327452,-0.07247698858916272
truth,0.015967441509559782,0.008044656869920074,0.002098596276637111,0.03657099639783668,-0.007222069583893261,0.012524660677901098,-0.0015904962604885147,-0.02143857822394253,0.013532781884371604,0.002702194539531985,-0.006525789576002628,0.003305952218090156,-0.0149020595377904,0.011346509854800374,-0.009967483983562625,-0.014639080989664231,-0.009354099679640623,0.012399910442779665,0.009996210328931832,-0.0019179401793183413,-0.009471752712031621,-0.002185812063670762,-0.003263732274839221,0.007736340425630018,-0.0021622319826259083,-0.01382674333760128,-0.038001602004040166,0.021597165988564513,0.019378462156689612,0.02665320734868267
open,0.0261718915772104,0.020429435378855526,0.008631956684207635,-0.004888141475064139,0.003158083932793449,0.016577444494513125,0.011113261565283621,-0.019599954225731298,-0.004404490372711588,-0.019556048360395584,0.009115562092906208,0.011753012415298523,-0.013370492742997581,-0.007873302267251976,-0.02403103416191373,-0.020776382436555146,8.599814488947609E-4,-0.00992818064195532,0.003604490006551612,-0.017527479040834317,0.018393861483095172,-0.002276567878922952,0.002307764294249096,-0.0048499559021411495,-0.029865104223268157,-0.03680503425183682,-0.005042768387789093,0.04586409663286303,0.03955299189038555,-0.024742498425190496
couple,0.013256552540486266,9.975332922550657E-4,-0.011470374469539664,0.0023290155935741215,-0.007161049342783791,0.004109401113013121,-0.010561727583758077,0.0034334710028739958,-0.004219554483574966,0.00543907764515241,-0.004840174333762642,-0.004748604332163943,-0.010943277871980727,-0.005993994976731974,-0.0067666210945440675,-0.009919767523219452,0.005888166131344491,-0.003466016789217121,0.01153704655327396,-1.5690021030577753E-4,-9.022742285766504E-4,-0.01625070952422074,-0.016500589784992886,0.0010299819580539549,0.01262647811178979,0.006347110455496187,0.012580061621247914,-0.004789737927452208,-0.008764031150515966,8.358475154997911E-4
answer,0.02190317804118075,0.014288835667529622,-0.0075460365783388845,-0.002345800647082171,-0.0047531172761726866,0.007196692938910172,7.139638952047125E-4,-0.006520556688466007,0.022240729864496347,0.002952073780524529,-0.0038595563289627265,-0.005687054647038065,-0.0019184010417604542,0.0046046315521764926,-0.016249453478167128,-0.03160186904589745,0.010203388990282888,-0.0032522512786067707,0.022031142983529824,-0.0022471348917135554,0.009745500266776142,0.010685143649999352,-0.020415622836240824,-0.010107767773561153,0.002490012174021605,-0.003696745330401625,0.023480870447361458,0.024497717456057888,-0.00952071154956935,0.0227765662782961
possible,0.013629036017268305,0.0077673836439571126,0.0021670480131828077,-0.0015989462474468117,-0.008574339442089083,0.006041031945545711,-0.012276862988859872,-0.009425007354946651,-0.002055006864133095,-0.008909454244654306,-6.401280260944862E-4,0.009928795991418908,0.003479994714928788,0.008451969172969552,0.0042691207601092355,-5.491061114429354E-4,-3.6652674489375924E-4,-0.0018973999721865744,0.003690741195840898,0.008300414262152866,0.0015814574019361177,0.010525508778824359,9.137749911232113E-4,0.014172809913723399,-0.008225753020807348,-0.011743461929797614,-0.007344005076566958,-0.020164776652975017,-0.012214710964233173,0.01313819873004904
concern,0.015291624227869904,0.011882663957680888,0.020708266953248233,-0.004744090934837054,-0.004957110521559717,-0.002290934891802413,0.0025311672132474795,-0.008596301334817001,-0.003894601651870411,0.0014193571414788837,0.0023185788337796746,-0.01680489909626522,-0.01428559187216524,0.009807280650807212,-0.010167390328132025,0.003913875144903355,0.020365271600837356,0.013572081024081199,-0.018965370259357947,-0.018891033833421216,0.01193502288552371,0.001872628998931993,0.003905707613435154,0.0049228378166658445,-0.005544738792490503,0.0012110050460832087,-0.00664771269271105,0.005347139790166221,-0.009116546053049507,-0.01228413172187816
grade,0.01585561937659827,-0.016408312423955337,0.008134976785207328,0.01907271048557739,-0.01160218991580423,0.03847497804664838,-0.04862037044542904,0.05987661499179055,-0.006872095564331139,-0.01455958976807846,-0.013157542351673941,0.002653231444425117,0.010603077314555589,-0.008529541841525459,-0.019053125701909555,0.0015972600643595278,0.0038056894168046543,-0.007161222667980195,-0.0012278871916903836,-0.011193732802506583,0.013949789045928158,0.005276226980643776,-0.030134720382107443,-0.011270197611471688,0.004185443541479025,0.012917821973032217,0.00712583772416461,0.038190357006436526,-0.012927941550984413,0.03849667149715641
