Essay1,0.5,T,0.5247524752475248,0.5247524752475248,0.5247524752475248
Essay1,0.5,0.0,0.0,0.0,0.0
Essay1,0.5,1.0,0.25,0.25,0.25
Essay1,0.5,2.0,0.55,0.1746031746031746,0.2650602409638554
Essay1,0.5,3.0,0.5646437994722955,0.84251968503937,0.6761453396524485
Essay1,0.5,4.0,0.40425531914893614,0.2753623188405797,0.32758620689655177
Essay1,0.5,5.0,0.0,0.0,0.0
Essay2,0.5,T,0.547244094488189,0.547244094488189,0.547244094488189
Essay2,0.5,0.0,0.0,0.0,0.0
Essay2,0.5,1.0,0.7142857142857143,0.10416666666666667,0.18181818181818182
Essay2,0.5,2.0,0.5485232067510548,0.5990783410138248,0.5726872246696035
Essay2,0.5,3.0,0.5542168674698795,0.6540284360189573,0.6
Essay2,0.5,4.0,0.625,0.21739130434782608,0.3225806451612903
Essay2,0.5,5.0,0.0,0.0,0.0
Essay3,0.5,T,0.5398773006134969,0.5398773006134969,0.5398773006134969
Essay3,0.5,0.0,0.75,0.6428571428571429,0.6923076923076924
Essay3,0.5,1.0,0.6312849162011173,0.5824742268041238,0.6058981233243967
Essay3,0.5,2.0,0.5129310344827587,0.5979899497487438,0.5522041763341068
Essay3,0.5,3.0,0.3484848484848485,0.2804878048780488,0.31081081081081086
Essay4,0.5,T,0.556,0.556,0.556
Essay4,0.5,0.0,0.6301369863013698,0.5476190476190477,0.5859872611464968
Essay4,0.5,1.0,0.5899581589958159,0.6811594202898551,0.6322869955156951
Essay4,0.5,2.0,0.5028248587570622,0.5933333333333334,0.54434250764526
Essay4,0.5,3.0,0.18181818181818182,0.03389830508474576,0.05714285714285715
Essay5,0.5,T,0.4235294117647059,0.4235294117647059,0.4235294117647059
Essay5,0.5,0.0,0.3333333333333333,0.23076923076923078,0.27272727272727276
Essay5,0.5,1.0,0.56,0.40384615384615385,0.4692737430167598
Essay5,0.5,2.0,0.4420289855072464,0.6039603960396039,0.5104602510460251
Essay5,0.5,3.0,0.3333333333333333,0.3380281690140845,0.3356643356643357
Essay5,0.5,4.0,0.16666666666666666,0.02040816326530612,0.03636363636363636
Essay6,0.5,T,0.5166994106090373,0.5166994106090373,0.5166994106090373
Essay6,0.5,0.0,0.3076923076923077,0.5714285714285714,0.4
Essay6,0.5,1.0,0.6428571428571429,0.38028169014084506,0.47787610619469023
Essay6,0.5,2.0,0.46226415094339623,0.362962962962963,0.4066390041493776
Essay6,0.5,3.0,0.533724340175953,0.8235294117647058,0.6476868327402135
Essay6,0.5,4.0,0.14285714285714285,0.013333333333333334,0.024390243902439025
Essay7,0.5,T,0.2778993435448578,0.2778993435448578,0.2778993435448578
Essay7,0.5,1.0,0.0,0.0,0.0
Essay7,0.5,2.0,0.0,0.0,0.0
Essay7,0.5,3.0,0.26666666666666666,0.36363636363636365,0.30769230769230765
Essay7,0.5,4.0,0.2,0.0967741935483871,0.13043478260869568
Essay7,0.5,5.0,0.2608695652173913,0.15384615384615385,0.1935483870967742
Essay7,0.5,6.0,0.2,0.1590909090909091,0.17721518987341772
Essay7,0.5,7.0,0.0,0.0,0.0
Essay7,0.5,8.0,0.3142857142857143,0.7857142857142857,0.44897959183673464
Essay7,0.5,9.0,0.21428571428571427,0.04477611940298507,0.07407407407407407
Essay7,0.5,10.0,0.0625,0.041666666666666664,0.05
Essay7,0.5,11.0,0.0,0.0,0.0
Essay7,0.5,12.0,0.2857142857142857,0.0784313725490196,0.12307692307692307
Essay8,0.5,T,0.26339285714285715,0.26339285714285715,0.26339285714285715
Essay8,0.5,5.0,0.0,0.0,0.0
Essay8,0.5,6.0,0.0,0.0,0.0
Essay8,0.5,7.0,0.0,0.0,0.0
Essay8,0.5,8.0,0.0,0.0,0.0
Essay8,0.5,9.0,0.0,0.0,0.0
Essay8,0.5,10.0,0.25,0.21621621621621623,0.2318840579710145
Essay8,0.5,11.0,0.0,0.0,0.0
Essay8,0.5,12.0,0.14285714285714285,0.030303030303030304,0.05
Essay8,0.5,13.0,0.0,0.0,0.0
Essay8,0.5,14.0,0.0,0.0,0.0
Essay8,0.5,15.0,0.3798449612403101,0.7205882352941176,0.4974619289340102
Essay8,0.5,16.0,0.2,0.16666666666666666,0.1818181818181818
Essay8,0.5,17.0,0.0,0.0,0.0
Essay8,0.5,18.0,0.0,0.0,0.0
Essay8,0.5,19.0,0.0,0.0,0.0
Essay8,0.5,20.0,0.0,0.0,0.0
Essay8,0.5,21.0,0.0,0.0,0.0
Essay8,0.5,23.0,0.0,0.0,0.0
